index original,text H-ID,witness H-ID,document H-ID,ToCheck,Shelfmark,TRI,textAuthor-freetext,workTitle-freetext,textTitle-freetext,Form,siglum,witness_label,status,Settlement,repository,collection,idno,volume,range_pages,range_views,Digitisation,note,Scripta,Scripta_freetext,Scripta_source,Century,Date,date-freetext,Date-source,jonas_id,arlima_id,Remarques,arlima_ident,arlima_page,arlima_subentry,arlima_ms_reference
1700,,,45553,FALSE,"London, British Library, Additional 38117",Joseph d'Arimathie en prose,,,roman de Joseph d'Arimathie en prose,,,,,London,British Library,Additional,38117,,,,https://bl.digirati.io/iiif/ark:/81055/vdc_100057739610.0x000001,,,,Paris; Nord-Est de la France (Legge et Vinaver),Arlima,1281-1320,"fin 13e-début 14e s. (vers 1300 ?, Stones 2013)",Jonas,https://jonas.irht.cnrs.fr/manuscrit/73205,https://arlima.net/no/2334,,,,,
1701,,,45399,FALSE,"Mans (le), Bibliothèque municipale, 354",Joseph d'Arimathie en prose,,,roman de Joseph d'Arimathie en prose,prose,,,fragment,Le Mans,Bibliothèque municipale,,354,,7rb - 8rb,Dec-13,https://bvmm.irht.cnrs.fr/consult/consult.php?REPRODUCTION_ID=3117,,,,,,1201-1300,1201-1300,Jonas,http://jonas.irht.cnrs.fr/manuscrit/33533,,,,,1538,Joseph d'Arimatie en prose
1702,,,45287,FALSE,"Modena, Biblioteca Estense e universitaria, etr. 039 (AL.L.09.30)",Joseph d'Arimathie en prose,,,roman de Joseph d'Arimathie en prose,,,,,Modena,Biblioteca Estense e universitaria,,etr. 039 (AL.L.09.30),,,,,,,,,,1211-1220,1210-1220,Jonas,https://jonas.irht.cnrs.fr/manuscrit/35650,,,,,,
1703,,,45713,FALSE,"New Haven, Yale University Library, 227 (Phillipps 1045)",Joseph d'Arimathie en prose,,,roman de Joseph d'Arimathie en prose,,,,,New Haven,Yale University Library,,227 (Phillipps 01045),,,,,,,,,,1357,1357,Jonas,http://jonas.irht.cnrs.fr/manuscrit/38469,,,,,,
1704,,,45673,FALSE,"Paris, Bibliothèque nationale de France, Arsenal 2996",Joseph d'Arimathie en prose,,,roman de Joseph d'Arimathie en prose,prose,,,mutilated,Paris,Bibliothèque nationale de France,Arsenal,2996,,2r-15v,,NON NUMÉRISÉ,"acéphale, manque un cahier",,,,,1201-1300,XIIIe siècle,Arlima,http://jonas.irht.cnrs.fr/manuscrit/42936,https://arlima.net/no/8435,,,,1538,Le roman de Joseph d'Arimathie
1705,,,45766,FALSE,"Paris, Bibliothèque nationale de France, français 20039",Joseph d'Arimathie en prose,,,roman de Joseph d'Arimathie en prose,prose,,,,Paris,Bibliothèque nationale de France,français,20039,,113-114,122-124,https://gallica.bnf.fr/ark:/12148/btv1b9058097g,,,Lorraine,Jonas,,1281-1300,Fin du XIIIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/45888,https://arlima.net/no/4667,Localisation d'après la bibliographie,,,1538,Le roman de Joseph d'Arimathie
1706,,,45954,FALSE,"Paris, Bibliothèque nationale de France, français 2455",Joseph d'Arimathie en prose,,,roman de Joseph d'Arimathie en prose,prose,,,,Paris,Bibliothèque nationale de France,français,2455,,???,,https://gallica.bnf.fr/ark:/12148/btv1b90594352,,,,,,1201-1300,XIIIe siècle,Arlima,http://jonas.irht.cnrs.fr/manuscrit/75208,https://arlima.net/no/9422,"Inachevé. On trouve un fragment de feuillet arraché entre le 204e et le 205e, et un autre entre le 237e et le 238e.",,,1538,Joseph d'Arimathie en prose
1707,,,45734,FALSE,"Paris, Bibliothèque nationale de France, français 423",Joseph d'Arimathie en prose,,,roman de Joseph d'Arimathie en prose,prose,,,,Paris,Bibliothèque nationale de France,français,423,,39vb - 49vb,43-53,https://gallica.bnf.fr/ark:/12148/btv1b9059127g/f53,,,Région lyonnaise,Jonas,,1301-1400,XIVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/71294,,franco-provencal,,,1538,Joseph d'Arimathie en prose
1708,,,45964,FALSE,"Paris, Bibliothèque nationale de France, français 748",Joseph d'Arimathie en prose,,,roman de Joseph d'Arimathie en prose,prose,,,,Paris,Bibliothèque nationale de France,français,748,748,1 à 18,5 à 39,https://gallica.bnf.fr/ark:/12148/btv1b10510337v,,,France(sud),Mandragore,,1251-1275,Troisième quart du XIIIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/45544,https://arlima.net/no/5426,,,,,Joseph d'Arimathie
1709,,,45738,FALSE,"Paris, Bibliothèque nationale de France, français 770",Joseph d'Arimathie en prose,,,roman de Joseph d'Arimathie en prose,prose,,,fragment,Paris,Bibliothèque nationale de France,français,770,,6-11v,19-30,https://gallica.bnf.fr/ark:/12148/btv1b9059217f,"trois passages interpolés, ff. 6; 7-8; 8v-11v",,Nord-Est de la Picardie (Douai),Arlima,,1281-1290,vers 1285,Jonas,https://arlima.net/no/2823,https://arlima.net/no/2823,,,,,Joseph d'Arimathie
1710,,,46077,TRUE,"Paris, Bibliothèque nationale de France, NAF 4166",Joseph d'Arimathie en prose,,,roman de Joseph d'Arimathie en prose,prose,,,,Paris,Bibliothèque nationale de France,nouvelles acquisitions françaises,4166,,2-19v,7 à 44,https://gallica.bnf.fr/ark:/12148/btv1b6000416x,,,Normandie,Mandragore,,1301-1400,XIVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/74716,https://arlima.net/no/4877,,,,1538,Le roman de Joseph d'Arimathie(en prose)
1711,,,,FALSE,"Sankt-Peterburg, National Library of Russia, fr. f° v. XV. 5",Joseph d'Arimathie en prose,,,roman de Joseph d'Arimathie en prose,,,,,Sankt-Peterburg,National Library of Russia,fr.,f° v. XV. 5,,,,NON NUMÉRISÉ,,,,,,1301-1320,Début du XIVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/56300,,,,,,
1712,,,45416,FALSE,"Tours, Bibliothèque municipale, 951",Joseph d'Arimathie en prose,,,roman de Joseph d'Arimathie en prose,prose,prose,prose,,Tours,Bibliothèque municipale,,951,,159-171,32-34,https://bvmm.irht.cnrs.fr/consult/consult.php?reproductionId=4911,Numérisation très partielle,,"Acre, Chypre ou Naples",Jonas,,1290,vers 1290,Jonas,http://jonas.irht.cnrs.fr/manuscrit/60325,https://arlima.net/no/7205,Localisation d'après bibliographie,,,1538,Joseph d'Arimatie en prose
896,,,45153,FALSE,"Kobenhavn, Kongelige Bibliotek (Bibliothèque royale), Gl. Kgl. S. 3555 8°",Joufroi de Poitiers,,,Joufroi de Poitiers,,,,,Kobenhavn,Kongelige Bibliotek (Bibliothèque royale),,Gl. Kgl. S. 3555 8°,,,,,,,,,,1301-1320,début du 14e s.,Jonas,http://jonas.irht.cnrs.fr/manuscrit/75442,https://www.arlima.net/mss/danmark/kobenhavn/kongelige_bibliotek/gamle_kongelig_samling/3555_8.html#F1,,,,,
897,672,,45960,FALSE,"Paris, Bibliothèque nationale de France, français 860",Jourdain de Blaye,,Jourdain de Blaye,Version décasyllabique,verse,,,,Paris,Bibliothèque nationale de France,français,860,,111rb-133rb,233-277,https://gallica.bnf.fr/ark:/12148/btv1b104658206,,lorr. sept.,Lorraine ou Picardie (Laon?); lorr.sept. ca. 1275 (DÉAF),Jonas,,1256-1295,"vers 1260, ou 1265-1290 pour Rejhon, 2001",Jonas,http://jonas.irht.cnrs.fr/manuscrit/45573,https://arlima.net/no/3248,,,,372,Jourdain de Blaye
898,673,,45681,FALSE,"Paris, Bibliothèque nationale de France, Arsenal 3144",Jourdain de Blaye,,Jourdain de Blaye,Version en alexandrins,verse,B,,,Paris,Bibliothèque nationale de France,Arsenal,3144,,???,,NON NUMÉRISÉ,,,,,,1455,1455,Jonas,http://jonas.irht.cnrs.fr/manuscrit/42945,https://arlima.net/no/6802,,,,372,Jourdain de Blaye
899,673,,45331,FALSE,"Tournai, Bibliothèque de la Ville, 102 (détruit)",Jourdain de Blaye,,Jourdain de Blaye,Version en alexandrins,verse,C,,,Tournai,Bibliothèque de la Ville,,102 (détruit),,,,NON NUMÉRISÉ,"same scribe as Paris, Bibliothèque nationale de France, Arsenal 3144",,,,,1461,1461,Jonas,http://jonas.irht.cnrs.fr/manuscrit/76588,,,,,372,Jourdain de Blaves
901,48707,,45481,FALSE,"Aberystwyth, National Library, 5022D",Jourdain de Blaye,,Jourdain de Blaye,Version en prose A,prose,,,,Aberystwyth,National Library,,5022D,,,,NON NUMÉRISÉ,,,,,,1457-1500,"Deuxième moitié du XVe siècle, après 1456",Jonas,http://jonas.irht.cnrs.fr/manuscrit/78652,,,,,372,Jourdain de Blaye
902,48707,,45482,FALSE,"Aberystwyth, National Library, 5050",Jourdain de Blaye,,Jourdain de Blaye,Version en prose A,prose,,,,Aberystwyth,National Library,,5050,,,,NON NUMÉRISÉ,Transcription moderne du ms. 5022D.,,,,,1701-2000,moderne',,,,,,,372,Jourdain de Blaye
904,,,45488,FALSE,"Bruxelles, Bibliothèque royale, 9245",Kanor,,,Kanor,,,,,Bruxelles,Bibliothèque royale,,9245,,,,NON NUMÉRISÉ,,,,,,1321-1340,"1ère moitié du 14e s., resserré à 1320-1340 par Rouse, 1996",Jonas,http://jonas.irht.cnrs.fr/manuscrit/10309,,,,,,
905,,,45595,FALSE,"London, British Library, Harley 4903",Kanor,,,Kanor,,,,,London,British Library,Harley,4903,,,,https://bl.digirati.io/iiif/ark:/81055/vdc_100057738488.0x000001,,,,,,1336-1355,Vers 1340-1350,Jonas,https://jonas.irht.cnrs.fr/manuscrit/45848,,"Unit with: Londres. British Library, Harley MS 4903 | Paris. Bibliothèque nationale de France, Département des manuscrits, Français 17000 ",,,,
906,,,46128,TRUE,"London, Victoria and Albert Museum, Manuscript Cuttings 814-1894",Kanor,,,Kanor,,,,fragment,London,Victoria and Albert Museum,Manuscript Cuttings,814-1894,,,,,,,,,,1326-1350,2nd quart du 14e s,Jonas,https://jonas.irht.cnrs.fr/manuscrit/82670,,"Unit with: OXFORD, Bodleian Library, Douce d. 13 LONDON, Victoria and Albert Museum, Manuscript cutting 814-1894 REIMS, Musée Saint-Remi, fonds principal inv. 978.28391-978.28394",,,,
908,,,45894,FALSE,"Paris, Bibliothèque nationale de France, français 1446",Kanor,,,Kanor,prose,C,C,,Paris,Bibliothèque nationale de France,français,1446,,26vb-70rb,28-75,https://gallica.bnf.fr/ark:/12148/btv1b90071922,,,Picardie,Jonas,,1289-1292,entre 1289 et 1292,Jonas,http://jonas.irht.cnrs.fr/manuscrit/45610,https://arlima.net/no/2462,Localisation par iconographie et commanditaire,,,403,Le roman de Kanor
909,,,45942,FALSE,"Paris, Bibliothèque nationale de France, français 22550",Kanor,,Kanor,Kanor,prose,V^3,V^3,,Paris,Bibliothèque nationale de France,français,22550,"22548-22550, vol. 3",50r-163v,105-333,https://gallica.bnf.fr/ark:/12148/btv1b52513332z,,,"frc., traces de pic.",DEAF,,1281-1320,Fin du XIIIe ou début du XIV,Arlima,http://jonas.irht.cnrs.fr/manuscrit/73676,https://arlima.net/no/2929,,,,403,Roman de Kanor
910,,,45170,FALSE,"Reims, Musée des Beaux-Arts, Cadre 882",Kanor,,,Kanor,prose,,,fragment,Reims,Musée des Beaux-Arts,,Cadre 882,,,,NON NUMÉRISÉ,"Quatre miniatures au dos desquelles se trouvent de courts passages du texte du cycle des Sept sages: 1. Kanor, 2-3. Marques de Rome, 4. Laurin",,,,,1301-1400,XIVe siècle,Jonas,: http://jonas.irht.cnrs.fr/manuscrit/82667,,Fiche de Jonas dépourvue d'informations,,,403,Kanor
911,674,,45112,FALSE,"Venezia, Biblioteca nazionale Marciana, fr. Z. 13 (=256)",Karleto,,,Karleto,verse,,,,Venezia,Biblioteca nazionale Marciana,fr.,Z. 13 (=256),,31ra-51vb,72-113,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3A193.206.197.121%3A18%3AVE0049%3ACSTOR.243.15231&mode=all&teca=marciana,,,francoit. 3eq. 14es.,DEAF,,1301-1375,Première moitié du XIVe siècle; 3e q. (DÉAF),,http://jonas.irht.cnrs.fr/manuscrit/72986,https://arlima.net/no/2405,,,,3368,Karleto
993,,,47320,TRUE,"Den Haag, Koninklijke Bibliotheek, KW 71 G 69",Lai de l’Ombre,,,Lai de l’Ombre,verse,,,,Den Haag,Koninklijke Bibliotheek,,KW 71 G 69,,6r-33v,,NON NUMÉRISÉ,,,,,,1701-1800,XVIIIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/77988,,,,,10491,Le Lai de l'Ombre
994,,,45830,FALSE,"Paris, Bibliothèque nationale de France, français 12603",Lai de l’Ombre,,,Lai de l’Ombre,verse,C,C,,Paris,Bibliothèque nationale de France,français,12603,,249va-255ra,258-263,https://gallica.bnf.fr/ark:/12148/btv1b9060922n,,,Picardie,Arlima,,1301-1320,Début du XIVe siècle,Jonas (Debae 1995),http://jonas.irht.cnrs.fr/manuscrit/45811,https://arlima.net/no/503,,,,10491,Le lai de l’ombre
995,,,45716,FALSE,"Paris, Bibliothèque nationale de France, français 14971",Lai de l’Ombre,,,Lai de l’Ombre,verse,F,F,,Paris,Bibliothèque nationale de France,français,14971,,48va-56va,51-59,https://gallica.bnf.fr/ark:/12148/btv1b90613662,,,,,,1301-1400,XIVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/45835,https://arlima.net/no/2536,,,,10491,Le lai de l’ombre
996,,,45718,FALSE,"Paris, Bibliothèque nationale de France, français 1553",Lai de l’Ombre,,,Lai de l’Ombre,verse,G,G,,Paris,Bibliothèque nationale de France,français,1553,,493va-498rb,990-999,https://gallica.bnf.fr/ark:/12148/btv1b8454669r,,,Picardie,Arlima,,1284,fini en février 1284,Jonas,http://jonas.irht.cnrs.fr/manuscrit/45620,https://arlima.net/no/2333,Le scribe déclare avoir terminé son travail en février 1284 (f. 325v),,,10491,Le lai de l’ombre
997,,,45838,FALSE,"Paris, Bibliothèque nationale de France, français 1593",Lai de l’Ombre,,,Lai de l’Ombre,verse,B,B,,Paris,Bibliothèque nationale de France,français,1593,,160ra-165vb,329-340,https://gallica.bnf.fr/ark:/12148/btv1b6000803p,,,,,,1251-1300,Deuxième moitié du XIIIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/45631,https://arlima.net/no/500,,,,10491,Le lai de l’ombre
998,,,45721,FALSE,"Paris, Bibliothèque nationale de France, français 19152",Lai de l’Ombre,,,Lai de l’Ombre,verse,D,D,,Paris,Bibliothèque nationale de France,français,19152,,85va-89ra,178-185,https://gallica.bnf.fr/ark:/12148/btv1b52513419n,,,,,,1301-1320,Début du XIVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/45865,https://arlima.net/no/504,,,,10491,Le lai de l’ombre
999,,,46004,FALSE,"Paris, Bibliothèque nationale de France, français 837",Lai de l’Ombre,,,Lai de l’Ombre,verse,A,A,,Paris,Bibliothèque nationale de France,français,837,,40ra-44vb,89-98,https://gallica.bnf.fr/ark:/12148/btv1b55013464t,,,Île-de-France,Arlima,,1281-1300,après le 30 juin 1280; fin 13e (Jonas),Jonas,http://jonas.irht.cnrs.fr/manuscrit/45562,https://arlima.net/no/628,,,,10491,Le lai de l’ombre
1000,,,46070,FALSE,"Paris, Bibliothèque nationale de France, NAF 1104",Lai de l’Ombre,,,Lai de l’Ombre,verse,E,E,,Paris,Bibliothèque nationale de France,nouvelles acquisitions françaises,1104,,54vb-61vb,110-124,https://gallica.bnf.fr/ark:/12148/btv1b105326322,,,Île-de-France,,,1281-1300,Fin du XIIIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/48079,https://arlima.net/no/489,,,,10491,Le lai de l’ombre
1001,,,45476,FALSE,"Aberystwyth, National Library, 5018",Lancelot en prose,,,Lancelot en prose,prose,,,,Aberystwyth,National Library,,5018,,,,,,,,,,1201-1300,13e s.,Jonas,http://jonas.irht.cnrs.fr/manuscrit/79242,,,,,,
1002,,,46165,FALSE,"Amsterdam, olim Bibliotheca Philosophica Hermetica, Phillipps 1047 et 3630",Lancelot en prose,,,Lancelot en prose,prose,,,,Amsterdam,olim Bibliotheca Philosophica Hermetica,Philipps,1047 et 3630,,,,,,,"Saint-Omer, Tournai ou Ghent",,,1301-1320,Premières décennies du XIVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/74587,,"Unit with: Amsterdam. Bibliotheca philosophica hermetica, MS Lancelot-Graal (Phillipps 1047 et 3630) | Manchester. The John Rylands Library, French MS 1 | Oxford. Bodleian Library, MS. Douce 215 ?",,,,
1003,,,45455,FALSE,"Berkeley, University of California, Bancroft Library UCB 107 (anc. Phillipps 1279)",Lancelot en prose,,,Lancelot en prose,prose,,,,Berkeley,University of California,Bancroft Library,UCB 107 (anc. Phillipps 1279),,,,,,,,,,1281-1320,fin 13e-début 14e (Digital Scriptorium),Jonas,http://jonas.irht.cnrs.fr/manuscrit/7264,,,,,,
1004,,,45443,FALSE,"Berlin En Dépôt À Krakow, Staatsbibliothek und Preussischer Kulturbesitz, Gall. folio 0189",Lancelot en prose,,,Lancelot en prose,prose,,,fragment,Berlin En Dépôt À Krakow,Staatsbibliothek und Preussischer Kulturbesitz,Gall.,folio 0189,,,,,,,Nord de la France (Wallonie ?),Jonas,,1251-1300,2e moitié du 13e s.,Jonas,http://jonas.irht.cnrs.fr/manuscrit/27137,,,,,,
1005,,,45444,FALSE,"Berlin, Staatsbibliothek und Preussischer Kulturbesitz, Hamilton 49",Lancelot en prose,,,Lancelot en prose,prose,,,mutilated,Berlin,Staatsbibliothek und Preussischer Kulturbesitz,Hamilton,49,,,,,,,Gênes ou Naples,Jonas,,1281-1320,fin 13e - déb. 14e s.,Jonas,https://jonas.irht.cnrs.fr/manuscrit/73209,,,,,,
1006,,,45558,FALSE,"Bern, Burgerbibliothek, Cod. 095 A (9)",Lancelot en prose,,,Lancelot en prose,prose,,,fragment,Bern,Burgerbibliothek,,Cod. 095 A (9),,1ra-4vb,1r-4v,https://www.e-codices.ch/en/list/one/bbb/A0095-09,,,,,,1281-1320,Fin XIII-début XIVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/7957,https://arlima.net/no/4969,,,,127,Lancelot en prose
1007,,,45658,FALSE,"Bern, Burgerbibliothek, Cod. 228",Lancelot en prose,,,Lancelot en prose,prose,,,fragment,Bern,Burgerbibliothek,,Cod. 228,,?,,NON NUMÉRISÉ,,,,,,1301-1400,XIVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/8095,,,,,127,Lancelot en prose
1012,,,,FALSE,"BOLOGNA, Archivio di Stato, fonds principal Busta II, n. 2; BOLOGNA, Archivio di Stato, fonds principal Busta II, n. 6a; BOLOGNA, Archivio di Stato, fonds principal Busta II, n. 3a; BOLOGNA, Archivio di Stato, fonds principal Busta II, n. 5; BOLOGNA, Archivio di Stato, fonds principal Busta II, n. 1; BOLOGNA, Archivio musicale della Basilica di S. Petronio, fonds principal sans cote; BOLOGNA, Archivio di Stato, fonds principal Busta II, n. 4",Lancelot en prose,,,Lancelot en prose,prose,,,fragment,Bologna,Archivio di Stato,,,,,,,"Longobardi, Monica. “Censimento Dei Codici Frammentari Scritti in Antico Francese e Provenzale Ora Conservati Nell’Archivio Di Stato Di Bologna. Bilancio Definitivo.” In La Cultura Dell’Italia Padana e La Presenza Francese Nei Secoli XIII-XV, 17–38. Alessandria: Edizioni dell’Orso, 2001.",,,,,1301-1350,"1ère moitié du 14e s. (Longobardi, 2001)",Jonas,http://jonas.irht.cnrs.fr/manuscrit/80402,,"Unit with: Bologne. Archivio di Stato, Div. Notarium, Gio. Francesco Tamburini, 1612-1642 | Bologne. Archivio di Stato, Raccolta di manoscritti, Lorenzo Artemini 1613 | Bologne. Archivio di Stato, Rota, Maria Antonio Bonacosa (P.5, T.c., S. 28) | Bologne. Archivio di Stato, Notarile, Marco Tullio Fibbia, 1575-1576",,,,
,,,,FALSE,"BOLOGNA, Archivio di Stato, fonds principal Busta X, n. 38",Lancelot en prose,,,Lancelot en prose,prose,,,fragment,Bologna,Archivio di Stato,,"Busta X, n. 38 ",,,,,,,,,,1301-1350,1ère moitié du 14e s,Jonas,http://jonas.irht.cnrs.fr/manuscrit/83591,,"Unit with: Bologne. Archivio di Stato, Div. Notarium, Gio. Francesco Tamburini, 1612-1642 | Bologne. Archivio di Stato, Raccolta di manoscritti, Lorenzo Artemini 1613 | Bologne. Archivio di Stato, Rota, Maria Antonio Bonacosa (P.5, T.c., S. 28) | Bologne. Archivio di Stato, Notarile, Marco Tullio Fibbia, 1575-1576",,,,
1013,,,45467,FALSE,"Bonn, Universitätsbibliothek, S 0526",Lancelot en prose,,,Lancelot en prose,prose,,,,Bonn,Universitätsbibliothek,,S 0526,,,,http://www.manuscripta-mediaevalia.de/dokumente/html/obj31275307,,,"Amiens, Cambrai ou Thérouanne",,,1286,Achevé le 28 août 1286,Jonas,http://jonas.irht.cnrs.fr/manuscrit/9080,,,,,,
1014,,,45206,FALSE,"Bourg-en-bresse, Bibliothèque municipale, 55",Lancelot en prose,,,Lancelot en prose,prose,,,fragment,Bourg-en-Bresse,Bibliothèque municipale,,55,,345 - 394,,NON NUMÉRISÉ,,,,,,1331-1340,Années 1330,Jonas,http://jonas.irht.cnrs.fr/manuscrit/78639,,,,,127,Lancelot en prose
1015,,,45148,FALSE,"Bruxelles, Archives générales du Royaume, 1411, fragm. I",Lancelot en prose,,,Lancelot en prose,prose,,,fragment,Bruxelles,Archives générales du Royaume,,1411I,,,,,"Bayot, Alphonse. “Fragments de Manuscrits Trouvés Aux Archives Du Royaume.” Revue Des Bibliothèques et Archives de Belgique 4 (1906): 281–98; 411–49, https://archive.org/details/RevueBiblArchBel4/page/n327",,,,,1296-1305,Vers 1300,Bayot,http://jonas.irht.cnrs.fr/manuscrit/79243,,,,,,
1016,,,45513,FALSE,"Bruxelles, Bibliothèque royale, IV 00621 (3)",Lancelot en prose,,,Lancelot en prose,prose,,,fragment,Bruxelles,Bibliothèque royale,,IV 00621 (3),,,,,,,,,,1301-1350,1re moitié du 14e s.,Jonas,https://jonas.irht.cnrs.fr/manuscrit/79244,,,,,,
1017,,,45513,FALSE,"Bruxelles, Bibliothèque royale, IV 00621 (n° 14, 15, 32)",Lancelot en prose,,,Lancelot en prose,prose,,,fragment,Bruxelles,Bibliothèque royale,,"IV 00621 (n° 14, 15, 32)",,,,,,,,,,,,,https://jonas.irht.cnrs.fr/manuscrit/82708,,"Unit with: Bruxelles. Bibliothèque royale de Belgique, Ms. IV 621 (14, 15, 32) | Bruxelles. Bibliothèque royale de Belgique, Ms. IV 852 (n° 23) ",,,,
1018,,,45497,FALSE,"Bruxelles, Bibliothèque royale, IV 00852 (n° 23)",Lancelot en prose,,,Lancelot en prose,prose,,,fragment,Bruxelles,Bibliothèque royale,,IV 00852 (n° 23),,,,,,,,,,,,,https://jonas.irht.cnrs.fr/manuscrit/82708,,"Unit with: Bruxelles. Bibliothèque royale de Belgique, Ms. IV 621 (14, 15, 32) | Bruxelles. Bibliothèque royale de Belgique, Ms. IV 852 (n° 23) ",,,,
1019,,,,FALSE,"Cambridge, Corpus Christi College Library, 45 (IIe partie)",Lancelot en prose,,,Lancelot en prose,prose,,,,Cambridge,Corpus Christi College Library,,45 (IIe partie),,,,,,,England,,,1246-1255,c. 1250,Parker (https://parker.stanford.edu/),https://jonas.irht.cnrs.fr/manuscrit/12117,,,,,,
1020,,,,FALSE,"Cambridge, Corpus Christi College Library, 494",Lancelot en prose,,,Lancelot en prose,prose,,,fragment,Cambridge,Corpus Christi College Library,,494,,,,https://dms-data.stanford.edu/data/manifests/Parker/dw078wz4948/manifest.json,,,,,,1401-1500,15e s.,Jonas,http://jonas.irht.cnrs.fr/manuscrit/81525,,,,,,
